,TRACT,Estimated.Median.Family.Income,Less.Than.High.School,High.School,Some.College,College.Graduate,Graduate.School,Educational.Attainment.Score,X..of.Single.Parent.Households,X..of.Owner.Occupied.Homes,X..of.Population.Speaking.a.Language.Other.than.English,Weighted.Average.ISAT.Performance.at.Attendance.Area.Schools,Number.of.School.Age.Children,Estimated.Median.Family.Income.Cumulative.Percentage,Educational.Attainment.Score.Cumulative.Percentage,X..of.Single.Parent.Households.Cumulative.Percentage,X..of.Owner.Occupied.Homes.Cumulative.Percentage,X..of.Population.Speaking.a.Language.Other.than.English.Cumulative.Percentage,Weighted.Average.ISAT.Performance.at.Attendance.Area.Schools.Cumulative.Percentage,X6.Factor.Socioeconomic.Score,X6.Factor.Socioeconomic.Tier,income,educ,single,owner,english,isat,tracta,factorsocioeconomictier
406,3807,9387,461,274,139,39,23,0.36,0.8,0.22,0.04,0.68,180,0.01,0.14,0.1,0.08,0.8,0.19,0.2182,1,NA,0.14,0.8,0.08,0.04,0.68,380700,1
407,3812,24284,435,291,508,110,65,0.47,0.77,0.23,0.04,0.63,416,0.07,0.59,0.14,0.09,0.8,0.06,0.2917,1,NA,0.59,0.77,0.09,0.04,0.63,381200,1
408,3814,14516,332,249,330,17,14,0.42,0.81,0.26,0.01,0.66,376,0.01,0.39,0.07,0.13,0.98,0.15,0.2882,1,NA,0.39,0.81,0.13,0.01,0.66,381400,1
409,3815,11234,77,37,38,3,0,0.36,0.64,0.39,0.02,0.69,43,0.01,0.14,0.28,0.41,0.94,0.22,0.3325,2,NA,0.14,0.64,0.41,0.02,0.69,381500,2
410,3818,62869,395,199,184,35,0,0.37,0.68,0.26,0.03,0.69,194,0.79,0.16,0.25,0.13,0.86,0.22,0.4016,2,NA,0.16,0.68,0.13,0.03,0.69,381800,2
411,3819,29154,265,160,252,68,86,0.49,0.65,0.36,0.06,0.64,269,0.13,0.68,0.27,0.33,0.71,0.09,0.3687,2,NA,0.68,0.65,0.33,0.06,0.64,381900,2
412,3901,91983,198,132,266,104,105,0.55,0.62,0.37,0.08,0.59,276,0.95,0.82,0.29,0.35,0.68,0.02,0.5185,3,NA,0.82,0.62,0.35,0.08,0.59,390100,3
413,3902,87451,281,271,355,147,168,0.54,0.61,0.55,0.05,0.6,366,0.94,0.79,0.3,0.69,0.75,0.02,0.5822,3,NA,0.79,0.61,0.69,0.05,0.6,390200,3
414,3903,26573,676,497,391,170,78,0.43,0.83,0.13,0.04,0.58,464,0.09,0.43,0.04,0.02,0.8,0.01,0.2324,1,NA,0.43,0.83,0.02,0.04,0.58,390300,1
415,3904,28337,725,570,481,235,143,0.46,0.76,0.23,0.07,0.62,467,0.13,0.54,0.15,0.09,0.69,0.05,0.2746,1,NA,0.54,0.76,0.09,0.07,0.62,390400,1
416,3905,96194,141,104,233,231,353,0.7,0.52,0.29,0.1,0.74,236,0.95,0.96,0.36,0.18,0.67,0.31,0.5716,3,NA,0.96,0.52,0.18,0.1,0.74,390500,3
417,3906,117189,82,74,324,329,488,0.76,0.33,0.45,0.17,0.8,284,0.97,0.98,0.59,0.53,0.62,0.54,0.7063,4,NA,0.98,0.33,0.53,0.17,0.8,390600,4
418,3907,114944,151,346,"1,066","1,089","1,710",0.78,0.46,0.34,0.19,0.8,392,0.97,0.98,0.39,0.29,0.61,0.54,0.6297,3,NA,0.98,0.46,0.29,0.19,0.8,390700,3
419,4003,48111,270,383,226,17,0,0.4,0.76,0.25,0.01,0.67,390,0.53,0.29,0.15,0.11,0.98,0.17,0.3718,2,NA,0.29,0.76,0.11,0.01,0.67,400300,2
420,4004,25941,476,341,235,46,28,0.39,0.85,0.24,0.02,0.63,469,0.08,0.23,0.02,0.1,0.94,0.06,0.2405,1,NA,0.23,0.85,0.1,0.02,0.63,400400,1
421,4005,23103,445,431,290,33,28,0.4,0.83,0.1,0.03,0.62,567,0.06,0.29,0.04,0.01,0.86,0.05,0.2178,1,NA,0.29,0.83,0.01,0.03,0.62,400500,1
422,4008,12292,627,375,358,92,0,0.39,0.92,0.05,0.04,0.52,670,0.01,0.23,0.01,0,0.8,0,0.1761,1,NA,0.23,0.92,0,0.04,0.52,400800,1
423,4101,83649,95,212,460,236,406,0.69,0.4,0.22,0.2,0.81,107,0.93,0.95,0.46,0.08,0.6,0.58,0.5997,3,NA,0.95,0.4,0.08,0.2,0.81,410100,3
424,4102,155627,93,86,178,327,356,0.75,0.22,0.19,0.22,0.8,79,0.99,0.98,0.87,0.05,0.59,0.54,0.6706,4,NA,0.98,0.22,0.05,0.22,0.8,410200,4
425,4105,72948,319,310,438,282,290,0.59,0.55,0.33,0.1,0.68,252,0.89,0.87,0.35,0.27,0.67,0.19,0.5418,3,NA,0.87,0.55,0.27,0.1,0.68,410500,3
426,4106,70767,169,196,270,332,578,0.72,0.22,0.37,0.22,0.75,201,0.88,0.97,0.87,0.35,0.59,0.33,0.6653,4,NA,0.97,0.22,0.35,0.22,0.75,410600,4
427,4107,89856,103,99,244,350,687,0.79,0.24,0.29,0.23,0.84,164,0.95,0.99,0.83,0.18,0.59,0.75,0.7111,4,NA,0.99,0.24,0.18,0.23,0.84,410700,4
428,4108,63279,158,63,418,461,932,0.79,0.37,0.35,0.23,0.84,160,0.8,0.99,0.52,0.31,0.59,0.75,0.6576,4,NA,0.99,0.37,0.31,0.23,0.84,410800,4
429,4109,63024,89,229,477,534,859,0.77,0.35,0.4,0.18,0.82,223,0.79,0.98,0.55,0.44,0.61,0.63,0.6682,4,NA,0.98,0.35,0.44,0.18,0.82,410900,4
430,4110,104815,154,110,388,578,"1,207",0.81,0.36,0.4,0.16,0.83,117,0.96,0.99,0.54,0.44,0.63,0.7,0.711,4,NA,0.99,0.36,0.44,0.16,0.83,411000,4
431,4111,126696,17,28,121,302,974,0.9,0.18,0.51,0.35,0.86,225,0.98,1,0.93,0.63,0.51,0.81,0.808,4,NA,1,0.18,0.63,0.35,0.86,411100,4
432,4112,183109,36,12,78,229,774,0.9,0.17,0.52,0.25,0.85,207,1,1,0.93,0.64,0.58,0.78,0.8206,4,NA,1,0.17,0.64,0.25,0.85,411200,4
433,4201,23055,230,291,281,77,45,0.47,0.76,0.06,0.07,0.77,329,0.05,0.59,0.15,0,0.69,0.38,0.3116,1,NA,0.59,0.76,0,0.07,0.77,420100,1
434,4202,67302,369,171,269,171,158,0.53,0.6,0.21,0.11,0.78,230,0.84,0.78,0.3,0.07,0.66,0.43,0.5122,3,NA,0.78,0.6,0.07,0.11,0.78,420200,3
435,4203,57047,245,294,278,73,77,0.48,0.62,0.27,0.1,0.65,316,0.71,0.64,0.29,0.14,0.67,0.11,0.4264,2,NA,0.64,0.62,0.14,0.1,0.65,420300,2
436,4204,15441,257,167,229,68,136,0.52,0.68,0.13,0.11,0.65,186,0.02,0.76,0.25,0.02,0.66,0.11,0.3012,1,NA,0.76,0.68,0.02,0.11,0.65,420400,1
437,4205,16651,513,365,470,60,48,0.43,0.85,0.13,0.05,0.63,557,0.02,0.43,0.02,0.02,0.75,0.06,0.2172,1,NA,0.43,0.85,0.02,0.05,0.63,420500,1
438,4206,22781,465,311,295,61,55,0.42,0.87,0.14,0.03,0.65,474,0.05,0.39,0.02,0.03,0.86,0.11,0.2417,1,NA,0.39,0.87,0.03,0.03,0.65,420600,1
439,4207,23525,621,587,507,113,82,0.44,0.84,0.26,0.04,0.58,689,0.06,0.48,0.04,0.13,0.8,0.01,0.2527,1,NA,0.48,0.84,0.13,0.04,0.58,420700,1
440,4208,21672,399,464,280,56,43,0.42,0.81,0.26,0.05,0.63,500,0.04,0.39,0.07,0.13,0.75,0.06,0.2399,1,NA,0.39,0.81,0.13,0.05,0.63,420800,1
441,4212,39133,271,232,287,23,15,0.43,0.85,0.3,0.05,0.54,264,0.32,0.43,0.02,0.21,0.75,0,0.289,1,NA,0.43,0.85,0.21,0.05,0.54,421200,1
442,4301.01,40983,409,456,916,275,223,0.55,0.82,0.18,0.05,0.59,707,0.37,0.82,0.06,0.04,0.75,0.02,0.3432,2,NA,0.82,0.82,0.04,0.05,0.59,430101,2
443,4301.02,52521,387,463,840,359,135,0.54,0.74,0.18,0.05,0.6,330,0.62,0.79,0.18,0.04,0.75,0.02,0.4006,2,NA,0.79,0.74,0.04,0.05,0.6,430102,2
444,4302,52825,626,682,"1,006",415,320,0.54,0.76,0.22,0.05,0.63,822,0.63,0.79,0.15,0.08,0.75,0.06,0.409,2,NA,0.79,0.76,0.08,0.05,0.63,430200,2
445,4303,25753,371,477,398,65,55,0.45,0.85,0.2,0.03,0.57,489,0.08,0.51,0.02,0.06,0.86,0.01,0.2582,1,NA,0.51,0.85,0.06,0.03,0.57,430300,1
446,4304,39219,565,412,607,169,42,0.46,0.75,0.36,0.04,0.77,560,0.33,0.54,0.17,0.33,0.8,0.38,0.4235,2,NA,0.54,0.75,0.33,0.04,0.77,430400,2
447,4305,24228,653,579,862,177,56,0.46,0.84,0.12,0.05,0.64,598,0.06,0.54,0.04,0.01,0.75,0.09,0.2484,1,NA,0.54,0.84,0.01,0.05,0.64,430500,1
448,4306,58128,165,215,542,133,95,0.56,0.69,0.36,0.02,0.63,257,0.73,0.84,0.24,0.33,0.94,0.06,0.5233,3,NA,0.84,0.69,0.33,0.02,0.63,430600,3
449,4307,23972,323,329,594,240,128,0.54,0.82,0.14,0.04,0.72,283,0.06,0.79,0.06,0.03,0.8,0.28,0.3371,2,NA,0.79,0.82,0.03,0.04,0.72,430700,2
450,4308,48598,162,284,472,197,106,0.57,0.74,0.39,0.03,0.63,283,0.54,0.86,0.18,0.41,0.86,0.06,0.4838,3,NA,0.86,0.74,0.41,0.03,0.63,430800,3
451,4309,47748,317,291,388,153,28,0.48,0.79,0.32,0.03,0.63,315,0.52,0.64,0.1,0.24,0.86,0.06,0.4043,2,NA,0.64,0.79,0.24,0.03,0.63,430900,2
452,4312,66784,423,438,755,319,141,0.53,0.58,0.66,0.06,0.62,495,0.83,0.78,0.32,0.8,0.71,0.05,0.5815,3,NA,0.78,0.58,0.8,0.06,0.62,431200,3
453,4313.01,25043,496,545,660,160,64,0.47,0.81,0.18,0.05,0.62,741,0.07,0.59,0.07,0.04,0.75,0.05,0.2629,1,NA,0.59,0.81,0.04,0.05,0.62,431301,1
454,4313.02,28219,770,743,797,123,67,0.44,0.81,0.13,0.05,0.67,831,0.12,0.48,0.07,0.02,0.75,0.17,0.269,1,NA,0.48,0.81,0.02,0.05,0.67,431302,1
455,4314,40351,906,"1,128","1,472",659,313,0.53,0.77,0.2,0.11,0.79,694,0.35,0.78,0.14,0.06,0.66,0.48,0.4108,2,NA,0.78,0.77,0.06,0.11,0.79,431400,2
456,4401.01,30581,555,671,829,161,93,0.48,0.84,0.11,0.04,0.68,613,0.15,0.64,0.04,0.01,0.8,0.19,0.3063,1,NA,0.64,0.84,0.01,0.04,0.68,440101,1
457,4401.02,31300,590,571,640,202,66,0.46,0.79,0.18,0.04,0.66,478,0.17,0.54,0.1,0.04,0.8,0.15,0.3005,1,NA,0.54,0.79,0.04,0.04,0.66,440102,1
458,4402.01,44996,724,849,"1,123",416,246,0.52,0.78,0.19,0.05,0.78,806,0.46,0.76,0.12,0.05,0.75,0.43,0.4272,2,NA,0.76,0.78,0.05,0.05,0.78,440201,2
459,4402.02,47988,382,486,845,322,221,0.56,0.66,0.39,0.05,0.81,332,0.53,0.84,0.26,0.41,0.75,0.58,0.5617,3,NA,0.84,0.66,0.41,0.05,0.81,440202,3
460,4403,49069,457,773,"1,256",497,448,0.58,0.53,0.56,0.03,0.71,641,0.54,0.87,0.36,0.7,0.86,0.26,0.5968,3,NA,0.87,0.53,0.7,0.03,0.71,440300,3
461,4406,73331,243,246,489,296,133,0.58,0.47,0.83,0.04,0.65,356,0.89,0.87,0.38,0.93,0.8,0.11,0.6627,4,NA,0.87,0.47,0.93,0.04,0.65,440600,4
462,4407,78350,232,298,396,109,42,0.49,0.67,0.67,0.03,0.81,228,0.92,0.68,0.26,0.81,0.86,0.58,0.6838,4,NA,0.68,0.67,0.81,0.03,0.81,440700,4
463,4408,35462,445,319,287,44,39,0.41,0.84,0.28,0.05,0.74,339,0.24,0.34,0.04,0.15,0.75,0.31,0.3044,1,NA,0.34,0.84,0.15,0.05,0.74,440800,1
464,4409,42068,432,391,586,203,82,0.5,0.7,0.54,0.05,0.77,523,0.39,0.71,0.23,0.68,0.75,0.38,0.52,3,NA,0.71,0.7,0.68,0.05,0.77,440900,3
465,4503,62276,534,623,866,375,149,0.52,0.6,0.65,0.08,0.69,597,0.78,0.76,0.3,0.79,0.68,0.22,0.5904,3,NA,0.76,0.6,0.79,0.08,0.69,450300,3
466,4601,38571,550,691,633,202,101,0.47,0.64,0.39,0.3,0.66,682,0.3,0.59,0.28,0.41,0.54,0.15,0.3781,2,NA,0.59,0.64,0.41,0.3,0.66,460100,2
467,4602,37858,567,447,288,49,21,0.38,0.61,0.35,0.51,0.64,553,0.27,0.2,0.3,0.31,0.4,0.09,0.2608,1,NA,0.2,0.61,0.31,0.51,0.64,460200,1
468,4603.01,36693,717,481,601,119,24,0.42,0.65,0.47,0.23,0.69,715,0.25,0.39,0.27,0.57,0.59,0.22,0.3807,2,NA,0.39,0.65,0.57,0.23,0.69,460301,2
469,4603.02,34460,579,724,637,110,125,0.46,0.73,0.4,0.23,0.68,839,0.22,0.54,0.19,0.44,0.59,0.19,0.3629,2,NA,0.54,0.73,0.44,0.23,0.68,460302,2
470,4604,61760,523,530,911,314,163,0.52,0.7,0.49,0.07,0.73,636,0.77,0.76,0.23,0.6,0.69,0.3,0.5587,3,NA,0.76,0.7,0.6,0.07,0.73,460400,3
471,4605,52968,969,"1,028","1,209",575,288,0.51,0.63,0.58,0.04,0.65,924,0.64,0.73,0.28,0.72,0.8,0.11,0.5475,3,NA,0.73,0.63,0.72,0.04,0.65,460500,3
472,4606,56217,260,157,166,46,13,0.41,0.62,0.43,0.38,0.66,240,0.69,0.34,0.29,0.5,0.49,0.15,0.4092,2,NA,0.34,0.62,0.5,0.38,0.66,460600,2
473,4607,19062,880,307,337,46,38,0.36,0.73,0.18,0.51,0.65,916,0.03,0.14,0.19,0.04,0.4,0.11,0.1516,1,NA,0.14,0.73,0.04,0.51,0.65,460700,1
474,4610,22621,642,253,159,62,0,0.34,0.77,0.15,0.47,0.65,221,0.05,0.08,0.14,0.03,0.42,0.11,0.1393,1,NA,0.08,0.77,0.03,0.47,0.65,461000,1
475,4701,43107,529,550,531,178,39,0.45,0.69,0.51,0.07,0.79,593,0.42,0.51,0.24,0.63,0.69,0.48,0.4952,3,NA,0.51,0.69,0.63,0.07,0.79,470100,3
476,4801,52509,222,283,530,283,260,0.61,0.58,0.8,0.05,0.75,236,0.62,0.91,0.32,0.91,0.75,0.33,0.6379,4,NA,0.91,0.58,0.91,0.05,0.75,480100,4
477,4802,47063,93,206,389,136,59,0.57,0.81,0.51,0.01,0.78,183,0.5,0.86,0.07,0.63,0.98,0.43,0.5785,3,NA,0.86,0.81,0.63,0.01,0.78,480200,3
478,4803,40262,165,199,372,173,96,0.57,0.71,0.6,0.03,0.77,263,0.35,0.86,0.21,0.75,0.86,0.38,0.5655,3,NA,0.86,0.71,0.75,0.03,0.77,480300,3
479,4804,62229,691,751,"1,607",786,511,0.59,0.54,0.85,0.07,0.79,831,0.78,0.87,0.35,0.95,0.69,0.48,0.6877,4,NA,0.87,0.54,0.95,0.07,0.79,480400,4
480,4805,44616,524,630,632,184,119,0.48,0.57,0.74,0.18,0.7,572,0.44,0.64,0.33,0.85,0.61,0.24,0.5193,3,NA,0.64,0.57,0.85,0.18,0.7,480500,3
481,4903,63298,179,249,682,211,146,0.59,0.63,0.79,0.04,0.65,317,0.8,0.87,0.28,0.91,0.8,0.11,0.6291,3,NA,0.87,0.63,0.91,0.04,0.65,490300,3
482,4904,58097,93,165,345,73,28,0.54,0.66,0.72,0.02,0.64,195,0.72,0.79,0.26,0.84,0.94,0.09,0.6076,3,NA,0.79,0.66,0.84,0.02,0.64,490400,3
483,4905,53112,275,311,562,187,83,0.53,0.57,0.77,0.06,0.75,270,0.64,0.78,0.33,0.88,0.71,0.33,0.6116,3,NA,0.78,0.57,0.88,0.06,0.75,490500,3
484,4906,58453,197,329,308,115,121,0.53,0.69,0.8,0.08,0.71,266,0.73,0.78,0.24,0.91,0.68,0.26,0.6002,3,NA,0.78,0.69,0.91,0.08,0.71,490600,3
485,4907,45472,500,670,603,165,58,0.46,0.66,0.76,0.04,0.68,559,0.47,0.54,0.26,0.87,0.8,0.19,0.5235,3,NA,0.54,0.66,0.87,0.04,0.68,490700,3
486,4908,54263,596,623,985,335,159,0.51,0.64,0.65,0.03,0.72,685,0.66,0.73,0.28,0.79,0.86,0.28,0.6002,3,NA,0.73,0.64,0.79,0.03,0.72,490800,3
487,4909.01,44108,488,642,"1,013",290,99,0.51,0.8,0.34,0.03,0.69,671,0.43,0.73,0.1,0.29,0.86,0.22,0.4382,2,NA,0.73,0.8,0.29,0.03,0.69,490901,2
488,4909.02,54325,683,960,"1,209",398,137,0.5,0.67,0.61,0.03,0.69,870,0.67,0.71,0.26,0.76,0.86,0.22,0.5773,3,NA,0.71,0.67,0.76,0.03,0.69,490902,3
489,4910,43857,973,873,916,169,39,0.43,0.76,0.49,0.03,0.64,"1,179",0.43,0.43,0.15,0.6,0.86,0.09,0.4257,2,NA,0.43,0.76,0.6,0.03,0.64,491000,2
490,4911,55059,652,"1,140",903,304,178,0.49,0.54,0.82,0.03,0.82,707,0.68,0.68,0.35,0.92,0.86,0.63,0.6868,4,NA,0.68,0.54,0.92,0.03,0.82,491100,4
491,4912,51768,325,478,497,195,60,0.5,0.66,0.74,0.04,0.75,452,0.61,0.71,0.26,0.85,0.8,0.33,0.5921,3,NA,0.71,0.66,0.85,0.04,0.75,491200,3
492,4913,39250,350,494,605,73,83,0.48,0.77,0.49,0.03,0.71,629,0.33,0.64,0.14,0.6,0.86,0.26,0.471,3,NA,0.64,0.77,0.6,0.03,0.71,491300,3
493,4914,38647,638,401,608,108,45,0.44,0.79,0.25,0.02,0.76,612,0.3,0.48,0.1,0.11,0.94,0.35,0.3801,2,NA,0.48,0.79,0.11,0.02,0.76,491400,2
494,5001,54742,596,580,970,201,65,0.48,0.68,0.53,0.04,0.71,606,0.68,0.64,0.25,0.66,0.8,0.26,0.5471,3,NA,0.64,0.68,0.66,0.04,0.71,500100,3
495,5002,21400,351,437,320,28,7,0.41,0.87,0.33,0.04,0.66,487,0.04,0.34,0.02,0.27,0.8,0.15,0.2694,1,NA,0.34,0.87,0.27,0.04,0.66,500200,1
496,5003,35014,346,230,321,159,105,0.5,0.53,0.51,0.43,0.82,242,0.23,0.71,0.36,0.63,0.46,0.63,0.5007,3,NA,0.71,0.53,0.63,0.43,0.82,500300,3
497,5101,40914,788,707,384,144,83,0.41,0.33,0.61,0.66,0.82,786,0.37,0.34,0.59,0.76,0.26,0.63,0.49,3,NA,0.34,0.33,0.76,0.66,0.82,510100,3
498,5102,52586,494,624,604,171,48,0.46,0.57,0.77,0.16,0.73,556,0.62,0.54,0.33,0.88,0.63,0.3,0.5517,3,NA,0.54,0.57,0.88,0.16,0.73,510200,3
499,5103,40450,712,"1,082","1,281",310,133,0.49,0.73,0.67,0.04,0.64,"1,009",0.35,0.68,0.19,0.81,0.8,0.09,0.488,3,NA,0.68,0.73,0.81,0.04,0.64,510300,3
500,5201,51096,650,248,210,29,11,0.34,0.33,0.54,0.74,0.78,522,0.59,0.08,0.59,0.68,0.19,0.43,0.428,2,NA,0.08,0.33,0.68,0.74,0.78,520100,2
501,5202,38862,966,677,388,64,5,0.36,0.43,0.42,0.72,0.79,943,0.31,0.14,0.41,0.47,0.21,0.48,0.3365,2,NA,0.14,0.43,0.47,0.72,0.79,520200,2
502,5203,42704,"1,526","1,145",632,177,86,0.38,0.31,0.66,0.62,0.81,"1,502",0.4,0.2,0.65,0.8,0.29,0.58,0.489,3,NA,0.2,0.31,0.8,0.62,0.81,520300,3
503,5204,50011,830,975,423,174,62,0.41,0.31,0.67,0.6,0.81,883,0.57,0.34,0.65,0.81,0.31,0.58,0.5444,3,NA,0.34,0.31,0.81,0.6,0.81,520400,3
504,5205,53640,799,"1,124",629,168,94,0.43,0.26,0.87,0.44,0.87,794,0.65,0.43,0.78,0.96,0.45,0.86,0.6883,4,NA,0.43,0.26,0.96,0.44,0.87,520500,4
505,5206,47432,573,595,276,83,34,0.4,0.3,0.84,0.57,0.9,565,0.52,0.29,0.69,0.94,0.35,0.94,0.6204,3,NA,0.29,0.3,0.94,0.57,0.9,520600,3
506,5301,43060,731,325,255,30,24,0.35,0.54,0.35,0.41,0.73,502,0.42,0.11,0.35,0.31,0.47,0.3,0.3266,1,NA,0.11,0.54,0.31,0.41,0.73,530100,1
507,5302,38291,"1,079",721,"1,017",80,54,0.42,0.74,0.51,0.04,0.68,"1,129",0.29,0.39,0.18,0.63,0.8,0.19,0.4126,2,NA,0.39,0.74,0.63,0.04,0.68,530200,2
508,5303,50526,768,608,"1,047",261,105,0.48,0.65,0.77,0.02,0.77,797,0.58,0.64,0.27,0.88,0.94,0.38,0.6154,3,NA,0.64,0.65,0.88,0.02,0.77,530300,3
509,5304,43228,257,352,629,107,37,0.5,0.6,0.78,0.09,0.8,437,0.42,0.71,0.3,0.9,0.68,0.54,0.59,3,NA,0.71,0.6,0.9,0.09,0.8,530400,3
510,5305.01,49142,892,836,"1,002",316,76,0.46,0.7,0.58,0.06,0.7,"1,153",0.55,0.54,0.23,0.72,0.71,0.24,0.4983,3,NA,0.54,0.7,0.72,0.06,0.7,530501,3
511,5305.02,64234,213,246,419,131,50,0.52,0.67,0.79,0.05,0.75,330,0.8,0.76,0.26,0.91,0.75,0.33,0.6326,3,NA,0.76,0.67,0.91,0.05,0.75,530502,3
512,5305.03,62789,811,837,"1,289",207,206,0.49,0.68,0.79,0.06,0.78,"1,042",0.79,0.68,0.25,0.91,0.71,0.43,0.6273,3,NA,0.68,0.68,0.91,0.06,0.78,530503,3
513,5306,53789,496,482,807,135,46,0.47,0.72,0.51,0.03,0.72,637,0.66,0.59,0.21,0.63,0.86,0.28,0.5364,3,NA,0.59,0.72,0.63,0.03,0.72,530600,3
514,5401.01,21707,623,399,466,42,0,0.39,0.91,0.09,0.05,0.66,"1,227",0.05,0.23,0.01,0.01,0.75,0.15,0.1986,1,NA,0.23,0.91,0.01,0.05,0.66,540101,1
515,5401.02,19543,578,513,515,45,0,0.4,0.92,0.18,0.05,0.67,851,0.03,0.29,0.01,0.04,0.75,0.17,0.2149,1,NA,0.29,0.92,0.04,0.05,0.67,540102,1
516,5501,59144,"1,312","1,535","1,082",256,151,0.43,0.39,0.68,0.33,0.8,"1,248",0.73,0.43,0.47,0.82,0.52,0.54,0.5844,3,NA,0.43,0.39,0.82,0.33,0.8,550100,3
517,5502,67822,336,766,517,197,75,0.48,0.25,0.9,0.24,0.85,502,0.85,0.64,0.8,0.98,0.58,0.78,0.7701,4,NA,0.64,0.25,0.98,0.24,0.85,550200,4
518,5601,59396,226,258,324,121,51,0.5,0.39,0.69,0.61,0.61,238,0.74,0.71,0.47,0.82,0.3,0.03,0.5118,3,NA,0.71,0.39,0.82,0.61,0.61,560100,3
519,5602,56922,363,389,374,50,37,0.44,0.61,0.79,0.04,0.61,325,0.7,0.48,0.3,0.91,0.8,0.03,0.5367,3,NA,0.48,0.61,0.91,0.04,0.61,560200,3
520,5603,52202,688,677,446,160,29,0.42,0.21,0.92,0.37,0.78,622,0.61,0.39,0.89,0.99,0.49,0.43,0.632,3,NA,0.39,0.21,0.99,0.37,0.78,560300,3
521,5604,74410,338,401,177,26,38,0.4,0.19,0.92,0.68,0.75,279,0.9,0.29,0.92,0.99,0.24,0.33,0.6102,3,NA,0.29,0.19,0.99,0.68,0.75,560400,3
522,5607,54369,729,883,403,150,43,0.41,0.33,0.64,0.52,0.89,620,0.67,0.34,0.59,0.78,0.38,0.91,0.613,3,NA,0.34,0.33,0.78,0.52,0.89,560700,3
523,5608,65122,"1,062","1,272",907,369,126,0.45,0.24,0.76,0.32,0.88,890,0.81,0.51,0.83,0.87,0.52,0.88,0.7379,4,NA,0.51,0.24,0.87,0.32,0.88,560800,4
524,5609,67142,749,"1,534",901,246,146,0.46,0.19,0.91,0.19,0.86,832,0.84,0.54,0.92,0.98,0.61,0.81,0.7833,4,NA,0.54,0.19,0.98,0.19,0.86,560900,4
525,5610,67688,917,"1,256",964,328,167,0.47,0.17,0.85,0.22,0.86,840,0.85,0.59,0.93,0.95,0.59,0.81,0.7871,4,NA,0.59,0.17,0.95,0.22,0.86,561000,4
526,5611,55825,901,"1,374",882,403,141,0.47,0.2,0.89,0.27,0.86,875,0.69,0.59,0.9,0.97,0.56,0.81,0.755,4,NA,0.59,0.2,0.97,0.27,0.86,561100,4
527,5701,44098,291,266,146,51,42,0.42,0.29,0.64,0.64,0.82,244,0.43,0.39,0.71,0.78,0.29,0.63,0.537,3,NA,0.39,0.29,0.78,0.64,0.82,570100,3
528,5702,57342,487,387,217,74,42,0.4,0.23,0.75,0.57,0.81,415,0.71,0.29,0.85,0.86,0.35,0.58,0.6051,3,NA,0.29,0.23,0.86,0.57,0.81,570200,3
529,5703,47935,"1,508","1,073",741,178,55,0.39,0.32,0.56,0.74,0.82,"1,357",0.53,0.23,0.62,0.7,0.19,0.63,0.4837,3,NA,0.23,0.32,0.7,0.74,0.82,570300,3
530,5704,41562,384,332,130,45,55,0.4,0.29,0.45,0.59,0.82,317,0.38,0.29,0.71,0.53,0.33,0.63,0.4778,3,NA,0.29,0.29,0.53,0.59,0.82,570400,3
531,5705,48563,569,527,272,62,48,0.4,0.31,0.53,0.66,0.82,465,0.53,0.29,0.65,0.66,0.26,0.63,0.5032,3,NA,0.29,0.31,0.66,0.66,0.82,570500,3
532,5801,46742,940,349,332,85,54,0.37,0.29,0.52,0.7,0.84,639,0.49,0.16,0.71,0.64,0.23,0.75,0.4972,3,NA,0.16,0.29,0.64,0.7,0.84,580100,3
533,5802,31887,886,520,269,195,50,0.39,0.29,0.53,0.78,0.82,827,0.17,0.23,0.71,0.66,0.13,0.63,0.4218,2,NA,0.23,0.29,0.66,0.78,0.82,580200,2
534,5803,36235,846,363,157,13,37,0.32,0.29,0.56,0.76,0.82,562,0.25,0.03,0.71,0.7,0.17,0.63,0.4141,2,NA,0.03,0.29,0.7,0.76,0.82,580300,2
535,5804,47105,"1,183",797,388,187,86,0.39,0.33,0.48,0.69,0.82,"1,063",0.51,0.23,0.59,0.58,0.23,0.63,0.4624,3,NA,0.23,0.33,0.58,0.69,0.82,580400,3
536,5805.01,33790,"1,547",788,410,59,33,0.34,0.32,0.36,0.79,0.8,"1,183",0.21,0.08,0.62,0.33,0.1,0.54,0.3138,1,NA,0.08,0.32,0.33,0.79,0.8,580501,1
537,5805.02,51362,"1,357",774,500,192,78,0.38,0.31,0.42,0.79,0.82,"1,262",0.6,0.2,0.65,0.47,0.1,0.63,0.4432,2,NA,0.2,0.31,0.47,0.79,0.82,580502,2
538,5806,37759,"1,560",828,364,167,44,0.35,0.34,0.41,0.76,0.82,"1,408",0.27,0.11,0.58,0.46,0.17,0.63,0.3685,2,NA,0.11,0.34,0.46,0.76,0.82,580600,2
539,5807,36105,"2,008",707,401,124,84,0.33,0.32,0.48,0.77,0.82,"1,542",0.25,0.05,0.62,0.58,0.14,0.63,0.3781,2,NA,0.05,0.32,0.58,0.77,0.82,580700,2
540,5808,49297,706,264,78,26,18,0.3,0.28,0.44,0.82,0.81,495,0.55,0.01,0.74,0.52,0.08,0.58,0.4135,2,NA,0.01,0.28,0.52,0.82,0.81,580800,2
